title,link,score,review
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,2,ㄹㅇ내가여태본 마블영화중 가장 재미없었다
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,1,히로시마 감성팔이 극혐
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,7,아주 다들 사랑꾼들이여
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,6,솔직히 나는 그들이 돌아오지 않았으면 좋겠다. 영원히..
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,1,"한마디로 재미없음. 머글들을 타겟층으로 했다기엔 액션이 매우 별로고, 그렇다고 마블 덕후들을 타겟층으로 했다기에는 캐릭터들의 관계성이 전혀 안 드러남. 그래서 전에는 어벤져스 어셈블하면 살짝 오글거리긴 해도 히어로물..."
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,7,마블 페이즈4의 발판인가 지뢰인가 그것은 나중에 알게 되겠지.
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,1,토마토가 썩은 이유가 다 있구나 감상 포인트 없는데 뭘 자꾸 추천하래
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,7,서사가 너무 많은게 흠이었지만 서사가 아예 없었던 베놈보단 백만배 낫다
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,2,"베놈2, 샹치보다도  심각하게 재미없음 빨리끝나기를 기도하게 만드는 급 이터널스가 돌아온다는데 안돌아왔으면 좋겠음."
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,4,좀 서사 깊은 파워레인저 같았어요..
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,기존 마블 세계관과 스토리에 대해 많이 알고있는 마블 덕후가 봤을땐 정말 재밌었음.
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,"마블 세계관의 미래에 필수적인 영화이며, 새로운 컨셉을 제시한 것- 한국 팬들은 여러가지로 만족할 것아이언맨이나 어벤져스, 토르 컨셉에 익숙한 마블팬들은 좀 다르게 느껴질 수도 있으나, 장기적 빅픽쳐를 이미 그려놓고..."
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,이 영화 성공했으면 좋겠다.
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,시사회로 봤습니다 영화자체가 기존 마블영화랑 다르게 천천히 진행되다보니 루즈하다고 느낄수 있지만 많은 케릭터다보니 한명한명을 매력적으로 구축하기위한 영화다보니 그런거같네요 그래서 명감독을 뽑은거 같기도 하고요 풍경도...
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,시사회로 보고 왔는데 진짜 최고였습니다 사람들 반응도 너무 좋았고 역시 마블은 마블이더라구요
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,롤러코스터인 척 하는 회전목마
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,2,"마블의 시대는 갔다.... 이 네이버 평점 사기단은 뭐야ㅡㅡ 각본 쓴 사람 반성해야... 제작비가 적게 든게 아닌걸로 보이는데,,, 돈 낭비다"
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,개연성 개떨어짐 그냥 감정이면 다 됨
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,"사람을 정말 편하게 해준다,,,요즘 잠이 좀 부족했는데"
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,2,다양한 인종과 인간의 다양성을 담고.. 다양한 고정관념과 멍청한 역사의식도 같이 담아버린 파워레인져..
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,4,스폰지밥 와장창 특공대가 더 재밌는듯
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,1,아 개연성 진짜 1도 없어요 불멸?ㅎ... 지금까지 봤던 마블영화중 최악..
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,1,앤드게임을 만든 마블 맞나? 그 전율 어디감..?
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,1,아….나의 마블이 사라졌다
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,1,너무 재미없음 지루함..
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,2,온갖 내용을 다 담겠다는 과욕을 연출이 못받쳐주는데다 마블 특유의 화려함도 없고 유머도 숙연함.. 쓸데없는 장면 다 쳐내고 한시간 반으로 만들었어야지 이런 내용으로 두시간 반은 고문임
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,4,명절 가족싸움 보는 느낌... 너무 재미없음 ㅠㅠ  지루하고 ... 억지스러움
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,4,마블역사상 최악의 결과물. 거품감독.
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,2,아 ㅜ 심지어 보다가 졸았다는..너무 기대했나봄 ㅠ
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,10,도대체 평점이 왜 낮은 건지 이해할 수 없을정도로 탄탄한 스토리와 연출ㅠㅜ 마블덕인 나에게는 정말 최고의 영화이자 오랜만에 가장 볼 만 했던 영화 중 하나 긴 러닝타임이 지루하지 않을 정도로 볼 거리가 많은 영화 마...
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,야이씨 드릅게 재미읍다아아!!!! 진심 보다보다 도저히 못참겠어서 그냥 나가자고 했음. 끝끝내 참고버린 내 3시간...ㅋ
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,아씨 기대 좀 햇는데 그냥 넷플릭스 보는게 낫다아 동석이형ㅠㅠ
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,"스포일러가 포함된 감상평입니다. 감상평 보기

														
															
															
																동료찾기가 영화 절반, 거기서 또 절반으로 동료간의 갈등, 마지막 절반으로 남은 적 소탕과 이야기 마무리 할려고 하니 재미가 있을 수가 있나"
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,내 생애 최악의 영화 두시간 반 앉아있기 너무 힘들었다 괴로웠다 진심
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,2,내가 웬만한 졸작도 재밌게 보는데 마블한테 실망했다(ㅡ_ㅡ)
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,많은 등장인물들의 심리를 다뤄서 지루함. 과거 회상씬과 현재 교차편집이 왔다갔다 정신 없음. 담엔 히어로영화 감독으로 클로이 자오 완전 비추!! 참 히로시마 원폭 보며 우는 장면 빡침. 전범국 옹호는 하지말자 마블
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,"지루한건 그렇다치고 1945 히로시마 원폭이 갑자기 왜나와? 미국이 제작하고, 감독은 중국사람인데 전범국 일본을 옹호하냐? 일본이 피해자야? 일본은 군국주의 망령으로 아시아 여러나라에 전쟁을 일으킨 가해자인 전범국인..."
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,3,"1. 앞으로 나올 후속작들의 밑밥 까는 첫 편인거 감안하고도, 내용 전개 매우 지루하고 액션도 그다지 큰 의미가 없음  //  2. 개인적으로 정말 마블 팬이라(어벤져스 마지막편 3번 봄) 마동석 배우님 정말 좋아하..."
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,2,"최악. 세줄로 요약 가능. 왕좌의게임 스타크가문의 재회. 졸리는 영원하다. 그리고, 걸어서 세계속으로.      관람 후 머리 속에 남은 장면들: 남들은 눈에서 레이저 쏘고 손에서 칼 나오고 난리났는데 마동석은 마..."
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,4,제가본 마블중 제일 재미 없어요. . .드라마같은 액션영화 ? 스토리구성도 너무 늘어집니다. . .기대하고봤는데 실망후속편 나와도 안볼듯요
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,1,진짜 어이가 없고 웃음이 나옴ㅋㅋ
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,2,마블 세계관이 너무 갔다
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,5,"스포일러가 포함된 감상평입니다. 감상평 보기



																		메소포타미아 문명부터 씨족 사회, 그리스 여신, 장애인, 아이, 다양한 인종, 동성애, 멸망에서 창조되는 부활, 마지막 예수의 재림까지 초월적이고 관통되는  세계관을 짜고 싶은듯 보였으나 욕심만 많은 역량이 부족한 ..."
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,2,훔… 마블도 이제… 안녕인가…
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,1,히로시마에서 최악. 창문열고 2만원 던지는게 더 재밌음!  평점으로 위에 큰나라 내용나오면 글 삭제되네용!ㅇㅅㅇ
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,2,많은 캐릭터를 어찌할줄 몰라 중구난방에 따라갈 감정선이랄 것도 없구나.
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,1,내 취향 영화는 아니였음...
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,1,호크아이 단독 영화 나오면 그게 더 재밌을 듯
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,1,아 진짜 뭐 이런 영화가!?
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=5,10,세계관 확장 흥미진진~ 코믹북에서 보던 인물들을 MCU에서 보니 엄청 반가움!
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=6,1,꼭 보세요 저만보기 아쉽네요
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=6,1,마블에서 이런 영화라니 ... 스토리 구성도 왜이렇게 했을까 안타까움
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=6,6,노잼이다. 너무 실망이다
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=6,1,그냥 재미가없습니다 개연성도 하나도 없구요
이터널스,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=184311&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=6,1,상영 시간이라도 짧았으면 시간이라도 덜 버렸을텐데
