title,link,score,review
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,8,제작비가 200억 정도면 우리나라도 이정도는 만들수있다를 보여준거같음. 스토리를 떠나서 이정도 수준이면 개인적으론 상당히 만족스럽긴함
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,8,스토리는 좀 아쉽고 그래픽은 별100개 주고싶네여 한국영화 역대급 cg임. 그리고 꽃님이 귀여워
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,새로운 시도에 첫 발걸음을 완벽하게 밟았다. 조금 아쉬운 건 스토리일 뿐....외국SF영화에서 받았던 그 느낌을 한국 영화에서도 받을 줄이야!!
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,8,업동이 목소리 정말 잘고른듯.
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,8,영화관에서 봤더라면 스케일이 좋았을듯  단지 영상미는 좋은데 스토리가 빈약해요 대본좀 다른분하고 같이 써봐요
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,8,"어디서 본 내용이 떠오르고 신선함은 없었지만, 진일보한 CG 기술 자체에 박수를 보낸다."
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,8,그래픽은 우수하나 실제 촬영분 믹스가 아쉬움.. 그래도 한국에서 이정도 수준의 SF 영화면 엄청난 발전은 분명함
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,9,"영화 시작부터 마지막까지 ""오 자본!""하며 감탄했습니다.다만 여타 유명한 공상과학 영화들을 생각해보자면, 스토리 구성에 아쉬움이 남습니다.딱 요즘같은 코로나 시국에 집에서 가족과 함께 보기에 무난한 느..."
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,스토리는 중간 그래픽은 최상. 기대안했는데 가볍게 보기 좋네요 킬링타임으로
승리호,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=186342&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,4,CG는 화려하고 멋진데....대사나 연기? 연출? 들이 너무 촌스럽다.... 오글거리고... 중국감성 느낌도 나고... 90년대 2000년대에 머물러 있는것 같음....
