title,link,score,review,sentiment
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},6,소리의 연출이 주는 몰입감이 최고,0.95629
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},8,현실에 감사하자 속터져 죽을뻔 ,0.85167
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},6,킬링 타임 용으로 적절하군,0.73159
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},5,아버지의 희생과 파해법 보는 내내 불편했던 못,0.68969
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},9,복선 설정 및 회수가 잘 이루어졌는데 전체 볼륨이 짧은 느낌이어서 이 부분이 좀 아쉽네요신선한 소재와 내용 좋았습니다,0.99851
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},6,쫄깃쫄깃함,0.40546
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},4,총 한방 맞고 죽는 괴물이였다면 말이 되는 설정들인가,0.05855
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},10,무성영화인줄 깜놀위주 영화인 줄 알았는데 아니어서 너무 재밌게 봤습니다,0.97493
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},5,생각보다 허술한 영화인 것 같다는 생각이 들었다 아니 폭포가 그렇게 안전한 거라면 폭포 옆에 살면 되는 것이 아닌가,0.12857
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},10,볼만하다 특히 편이 더 재밌었다,0.88742
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},8,소재는 볼만함 크리쳐물이라 좋음 그래서 점줌 근데 당신 같으면 애기 혼자 냅두고 건물 나와서 그냥 걸어 갈 수 있겠음 그리고 일렬로 가장 뒤에 따라오게 하겠음 처음부터 사실적인 묘사가 부족한거 아닌가 싶어서 실망했고 개연성이 조금 엥 싶은 부분 인물들이 위험을 뻔히 만드는 행동들 때문에 재미가 엄청 반감됨 취향따라 저런 행동들 때문에 위험이 생기고 긴장감 스토리가 형성 된다는 사람도 있는데 절대 공감 못함 ㅋㅋ 여튼 한마디로 왜 저래 싶은 장면 때문에 재미 반감됨 그래도 시리즈물이라 킬링타임용으로 나쁘진않음,0.14304
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},6,막내도 잃었다며 저 상황에 또 임신한겨,0.21227
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},8,재밌어요 편 바로 봐야겠네요ㅋㅋㅋㅋ긴장감 오집니다,0.98411
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},5,공포영화를 기대했다면 실망,0.01464
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},5,대형 모기 잡는 스토리,0.11412
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},6,총 한방에 죽는 괴물이 미국을 멸망시켰다니그리고 폭포옆에 살면될것을ㅜㅜ 내용이 너무 허술함,0.00171
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},1,애새끼 하나 간수 못해서 괴물 한 끼 든든하게 챙겨준게 년도 안지났는데 임신을 하는 머저리들이 주인공임,0.05165
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},7,코로나  버젼,0.19578
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},1,지루하고 재미없고 졸작,0.00495
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},9,가장 압권이었던 부분은 마지막에 한마리죽이고 나서 나머지 몰려몰때 엄마가 짓는 썩소 캬 잊을수가 없음 그 장면만 번 돌려봄,0.99127
콰이어트 플레이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168011&target=&page={},10,와 집에서 봤는데 너무 몰입한 나머지 숨도 못 쉼 어떻게 그렇게 연기를 잘 하는지 모르겠다 영상미도 너무 실감나고  ㅜㅜㅜㅜ 인생 중 위에 공포영화ㅜㅜ 못은 빼고 가죠 그리고 엄마 임신하고 위기상황일때 심장 쫄ㅤㄱㅣㅆ했음,0.99211
