title,link,score,review,sentiment
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,7,현실적인 부분이 많이 담긴 영화인 거 같다 조정석의 연기도 재밌고 신민아도 너무 사랑스러웠다 하지만 극 중 조정석의 몇몇 행동은 이해가 안 되고 기분 나빴다 이게 보통 남자라니,0.5989
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,신민아는 어쩜 이렇게 사랑스럽게 나올 수가 있을까ㄷㄷ,0.9802
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,신민아와 조정석의 케미는 이루어 말할 수 없은 정도로 흥미로웠다,0.99423
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,1,이영화를 보고 공감한다면 정말 사랑이 뭔지 모르는 사람일듯 결혼후 첫사랑과 자려다 실패한 남편은 끝에 아내의 소중함을 깨달았건말건 이미 게임오버임 연애초짜들이 만든 영화이거나 남자는 한번쯤 바람펴도된다는 가부장적,0.10329
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,억지로 웃기거나 감동을주거나 하지않는다 보고있으면 그들의 신혼생활에 함께하는것 같은 느낌이든다 ㅋㅋ,0.16267
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,1,ㅋ 남자들 결혼하고나서 모여서 한다는 대화수준이나 결혼하면 다 한눈파는걸 당연하게 표현한 영화랄까 아내는 직장동생이랑 말만해도 쌩개난리릉 피우면서 지는 바람피고ㅋㅋㅋㅋ남친이랑 보면 좋다길래 봤는데 기분만 엄청나쁘던,0.19599
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,8,영화내내 몰입을 방해시킨 윤정희의 연기와 목소리,0.57963
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,9,오랜만에 기교부리지 않은 담백한 영화 한편 보았다 년전 원작도 봤던 사람 입장에서 리메이크도 대박날 조짐이 사랑스런 조정석과  연기파배우 신민아를 발견하는 영화 오늘 개봉하면 내돈 내고 또 보고싶네,0.98678
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,달달하구 가슴찐한연애를 해본사람이라면 누구나 공감할수있는 이야기,0.99602
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=1,10,신민아 이쁘다,0.59136
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,9,흔한 남녀커플간의문제들을소소히 잘다룬영화인거같다오늘시사회보고왔는데무언가 우리에게 있던연인들의 일들을 재미있고때로는 찡하게 만드는 그런연인들이보면 좋을영화인거같다,0.99889
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,남편이 너무 쓰레기더라 딴여자랑 자고 아내가 아파도 ㅤㅆㅒㅇ까고 밖으로 나가고 ㅉㅉㅉ,0.00015
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,결혼한 남자가 낯선여자에게 눈이가는건 맞지만 저렇게 발정난 개마냥 흥분하지도 않고 친구랑 바람나서ㅅㅅ할 생각도 정상인이라면 안한다 ㅡㅡ 상상으론 그럴줄 몰라도 아 마누라랑 봤으면 진짜 개피곤 할뻔했네 남자들 대부,0.0101
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,라이브톡시사회로 봄 박중훈 배우도 같이나와서  토크쇼 했음 잔잔하지만 배아플 정도로 웃고 눈에는 눈물이 줄줄결혼 년차라 그런지 너무 공감가고 넘 슬펐음조정석 연기  진짜 너무 잘함,0.99687
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,시사회로 보고 반해서 개봉하고 또보러감진짜 재밌음,0.99747
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,남편이란 쑤레기 바람피는골 사랑과 청순이라는걸로 표현하는 쓰레기 영화같은 남자인게 진심 쪽팔려,0.01631
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,10,넘재밌어용신민아짱짱이쁘고 조정석도 멋있어요,0.99863
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,바람피는 부분이 단순 헤프닝이라니,0.15662
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,1,부인 질린다고 다른 여자랑 바람 피는 수준 ㅋㅋㅋ 이게 공감감다고 네 다음 외도국,0.06306
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=2,9,울다웃다 와닿는 대사들이 많네요  지금 사랑하는 사람이 최고죠  ㅎㅎ 이 가을 모두들 행복하시길 ,0.99833
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,1,왜 안떴는지 알겠고 결혼 년차에 공감도 안가고 되려 화만나는 가부장적 구조인데 호감 평점들은 뭐지 아내들 참고 이해하고 받아주고 사는게 당연하다 생각하는 인간들인가 아님 알바들인가,0.05107
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,10,아씨 내복내복내복내복,0.24283
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,10,신민아라는 배우를 다시 보게된 영화 특히 화장실에서 우는 씬이 좋았어요 ㅠㅠ,0.99826
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,9,볼만하다 근데 혼자 보긴 좀ㅜ,0.959
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,10,결혼하고싶다가 결혼하기싫다가 결국엔 결혼하고싶게 만드는 영화 조정석이 너무 귀엽고 신민아가 너무예쁘다 둘다 연기도 잘한다 재밌었다,0.9961
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,10,올해 본 로맨스 영화 중에 제일 재미있었어요 ,0.99806
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,8,아침일찍 여자친구와 시분에 첫번째로 봤습니다ㅎㅎ 정말 현실적으로 와 닿았구요ㅎ 재미듬뿍웃음듬뿍 ㅤㅊㅚㄱ오였습니다ㅎ,0.99817
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,10,조정석 너무 귀여움 ㅎㅎ,0.97496
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,10,시사회로 보고나서 재밌어서 또 보려고 했음 ㅋㅋ  미영이로 이름 개명하고싶어졌음 ㅋㅋㅋ,0.97865
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=3,1,바람피기엔 너무 예쁘고 사랑스러운 여자와 의처증세가 있는 미친 남자의 공감 안가는 에피소드 나열 영화,0.03755
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,9,신민아 인생연기함 생각보다는 연기 잘하는 듯,0.7075
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,신랑놈 아주 한대 패주고 싶더라,0.3743
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,9,마음이참울적했는데 보는내내 기분안좋은거잊어버리면가벼운마음으로 즐겁게봤어요,0.78527
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,10,인생은 아름다운 사랑이다 가슴에 와닿는 찡함이여,0.99775
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,10,결혼에 대한 현실적이고 공감가는 이야기 조정석신민아 짱,0.99515
나의 사랑 나의 신부,https://movie.naver.com/movie/bi/mi/pointWriteFormList.naver?code=113312&type=after&isActualPointWriteExecute=false&isMileageSubscriptionAlready=false&isMileageSubscriptionReject=false&page=4,1,별로였어요 평점 깍고 갈게요,0.08664
