title,link,score,review
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,곡성 생각하고 봤지만 기대 이하 공포보다는 찝찝함이 더 큰 영화
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},8,기괴하긴 하지만 태국의 샤머니즘 잘 보았다는 생각이 듭니다.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},5,예고편이 가장 괜찮았던 영화
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},5,굳이 다큐형식으로 찍을 필요가...  장점 보다는 단점이 돋보이는 영화...  끝까지 불편하고 불친절한영화
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},10,이건아니야...정말 아니야
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},10,랑종 영화 재밌음 !!!
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},5,딱 중간까진 괜찮은대 후반부는 누구 머리에서 나온거냐? 레지던트 이블도 아니고
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,멀리서 보면 괜찮지만 자세히 보면 단점이 보이는
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},1,재미없음 내 통장 잔고가 더 무서움
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,시나리오는 좋다. 다만 페이크 다큐라 공포장면이 다 짜고치고 있다는 느낌이 들어 안무섭고 몰입이 안된다 페이크다큐 형식으로 안했다면 정말 훌륭했을텐데..아쉬울 따름
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,후반부가 아쉬웠어요.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},7,실망스러운 부분 있어도 이만한 공포영화 얼마 없음은 틀림없다.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},7,감독과 제작진의 네임밸류가 아니었다면 보지 않았을 것
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},8,재밌어요 기괴스럽고 잔인하고 자극적임 전 취향에 맞았음
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},4,"머리아픈 괴가함, 곡성처럼 기분좋은 두통은 아닌게 확실"
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},4,곡성 내용 재탕에 좀비가 더해졌네
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},5,포스터 속의 모습이 기억에 남았습니다.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},4,다큐같은느낌 살짝있었어요 기승전결이없어요
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,"여주 연기가 다했고, 초중반까지 지루하다가 후반에 조금 어이없는 설정과 연출로 이도저도 아닌게 되버린 영화."
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,뻔하디 뻔한 클리셰 덩어리의 곡성2물론 곡성1보다 못하다운으로 뜬 영화감독의 한계가 보인 영화
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},7,달달함이나 유머코드가 10원어치도 없어서 한국에선 욕먹고 안팔리는 영화. 한국영화의 정서나 질감이 싫으면 볼만하다. 몰입도도 좋고.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},2,그냥 기괴함만 때려 넣으니 무섭지도 않고 웃기기만 하다 매번 열린결말이나 맺음을 흐지부지하더니 이번엔 그냥 만들다 말아버린 수준
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},8,동양은 엑소시즘보다 무속신앙이 훨씬 낫다.나홍진의 좀비사랑은 여기서도 나오네(?)
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},10,역시 믿고보는 태국공포영화였습니다.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,님 역할의 배우는 실제 무당인줄..
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},5,초중반에 잘 나가다가 마지막은 왜..
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},7,거듭되는 불신은 죄악의 근원이니.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,시나리오는 좋았으나 이야기가 늘어지고 공포감을 줘야할 장면들이 무섭지 않게 느껴진다. 특히 폐공장 장면은 많이 아쉽다. 더 잘 만들 수 있었을거 같은데 말이지.
랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=&page={},6,카메라의 시선으로 보니 더욱 무섭다
